housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,energy_mark,area,availability_in,days_on_website,months_on_website,monthly_rent_log,monthly_aconto_log,deposit_log,prepaid_rent_log,total_monthly_rent_log
Lejlighed,98.0,3,9,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Herlev,1-3 months,36.0,1-3 months,9.53249633228804,6.7464121285733745,10.63106031411106,9.53249633228804,9.592263871501313
Lejlighed,65.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,E,Hvidovre,<1 month,36.0,1-3 months,9.200391041122515,6.7464121285733745,10.25769445336048,10.25769445336048,9.282754052485227
Lejlighed,82.0,3,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,E,Hvidovre,1-3 months,36.0,1-3 months,9.268703615273097,6.398594934535208,10.33015953028869,9.231612507251722,9.32375833901174
Lejlighed,70.0,2,2,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Nej,Ikke angivet,Ja,A15,Rødovre,1-3 months,36.0,1-3 months,9.433163872079467,6.621405651764134,10.53172280891893,9.433163872079467,9.491450899044924
Værelse,10.0,1,0,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,D,København NV,1-3 months,37.0,1-3 months,8.612685172875459,0.0,9.711176264112805,0.0,8.612685172875459
Lejlighed,101.0,4,3,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,B,København SV,3+ months,37.0,1-3 months,9.809231816610408,7.346655163176539,10.907807476583594,10.907807476583594,9.890959401958858
Lejlighed,122.0,3,9,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ikke angivet,Ja,B,København Ø,1-3 months,37.0,1-3 months,9.99884318585288,7.0909098220799835,11.097425172408931,0.0,10.05195066017375
Værelse,8.0,1,0,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,Ja,Ikke angivet,Ja,B,København N,1-3 months,37.0,1-3 months,8.546946149565585,0.0,9.210440366976517,0.0,8.546946149565585
Værelse,9.0,1,4,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A20,Valby,1-3 months,37.0,1-3 months,8.716207971151853,0.0,9.814710982145282,8.716207971151853,8.716207971151853
Lejlighed,50.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,D,København S,<1 month,38.0,1-3 months,9.210440366976517,6.68586094706836,9.90353755128617,9.90353755128617,9.287394001418473
Værelse,9.0,1,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,E,Valby,1-3 months,38.0,1-3 months,9.305741456739435,0.0,10.203629181337648,9.105090961257085,9.305741456739435
Lejlighed,96.0,3,3,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,C,Frederiksberg,1-3 months,39.0,1-3 months,9.77571099759397,6.55250788703459,10.874285408908944,9.77571099759397,9.814710982145282
Lejlighed,57.0,2,2,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,C,Taastrup,1-3 months,39.0,1-3 months,9.257319373170178,6.621405651764134,10.355868052653099,10.355868052653099,9.326433090963036
Værelse,20.0,1,4,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,C,København S,<1 month,39.0,1-3 months,9.200391041122515,0.0,9.893487720457795,9.200391041122515,9.200391041122515
Lejlighed,40.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,B,Hvidovre,<1 month,39.0,1-3 months,8.922791623969637,6.90875477931522,9.04793908261736,9.741027444837728,9.04793908261736
Lejlighed,205.0,5,4,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,none,København V,1-3 months,39.0,1-3 months,10.333677793031093,7.313886831633462,11.43226840195242,11.43226840195242,10.381304329495126
Lejlighed,87.0,3,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Hedehusene,1-3 months,39.0,1-3 months,9.371693622333941,6.90875477931522,10.470249176632354,9.371693622333941,9.453364978883542
Lejlighed,78.0,3,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Hedehusene,1-3 months,39.0,1-3 months,9.396902923027392,6.803505257608338,10.4954598897216,9.396902923027392,9.468928284223587
Lejlighed,79.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A20,Hedehusene,<1 month,39.0,1-3 months,9.259225769705994,6.8679744089702925,10.357774570341576,9.259225769705994,9.346705246496699
Lejlighed,87.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A20,Hedehusene,<1 month,39.0,1-3 months,9.314790473332646,6.962243464266207,10.413342705547674,9.314790473332646,9.405578154036684
Lejlighed,120.0,3,0,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ja,C,København SV,1-3 months,39.0,1-3 months,9.898525260706313,7.00397413672268,10.997104049659168,0.0,9.952325334619427
Lejlighed,86.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,none,København S,1-3 months,39.0,1-3 months,9.632400353656184,6.90875477931522,10.730968928388284,9.632400353656184,9.69590972432601
Værelse,30.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ja,D,Frederiksberg C,<1 month,39.0,1-3 months,8.853808274977197,0.0,9.546884034617925,0.0,8.853808274977197
Lejlighed,106.0,3,10,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A10,København S,<1 month,39.0,1-3 months,9.898525260706313,7.3783837129967145,10.997104049659168,9.898525260706313,9.975854724662028
Lejlighed,61.0,2,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,none,Brøndby,1-3 months,39.0,1-3 months,9.220389707829185,6.55250788703459,10.318935994253193,9.220389707829185,9.287394001418473
Lejlighed,90.0,2,1,Ja,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,B,København S,1-3 months,39.0,1-3 months,9.564582358673212,6.803505257608338,10.663147865904188,0.0,9.625821815359835
Lejlighed,89.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,none,Brøndby,<1 month,39.0,1-3 months,9.472781556562168,6.68586094706836,10.571342565808699,9.472781556562168,9.53249633228804
Lejlighed,140.0,4,1,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ja,C,København V,<1 month,40.0,1-3 months,9.99884318585288,6.90875477931522,10.691967639914864,0.0,10.043292972227004
Lejlighed,103.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,3+ months,40.0,1-3 months,9.674137279312397,6.7464121285733745,10.77270764101727,9.674137279312397,9.726213236963687
Lejlighed,102.0,4,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,1-3 months,40.0,1-3 months,9.741027444837728,7.00397413672268,10.839600519357369,9.741027444837728,9.803722464346553
Lejlighed,102.0,3,11,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,B,København S,1-3 months,40.0,1-3 months,9.942756341456828,7.313886831633462,11.041336579870135,9.99884318585288,10.012386799492118
Lejlighed,71.0,2,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Ja,A15,Skovlunde,<1 month,40.0,1-3 months,9.319284458965361,6.621405651764134,10.417836960475736,9.319284458965361,9.38437770918244
Lejlighed,37.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,none,København S,<1 month,40.0,1-3 months,9.220389707829185,6.716594773520978,10.318935994253193,9.220389707829185,9.298900548955663
Lejlighed,34.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,none,København S,<1 month,40.0,1-3 months,9.036106025364846,6.654152520183219,10.134638955251866,9.036106025364846,9.124346658809207
Lejlighed,100.0,3,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,A15,Gentofte,3+ months,40.0,1-3 months,9.601638940166769,7.00397413672268,10.700206149269437,10.700206149269437,9.673382324888367
Lejlighed,83.0,2,3,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Nej,Ja,none,Rødovre,<1 month,40.0,1-3 months,9.465060106725137,6.398594934535208,10.563620718477313,9.465060106725137,9.510519035757246
Lejlighed,36.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,none,Valby,1-3 months,40.0,1-3 months,8.993551586299981,6.2166061010848646,10.092081066090932,8.993551586299981,9.053803514155955
Lejlighed,37.0,1,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Frederiksberg,1-3 months,40.0,1-3 months,9.148571345578551,5.993961427306569,10.247112717290387,10.247112717290387,9.19023970026918
Lejlighed,105.0,4,6,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,none,Herlev,3+ months,40.0,1-3 months,9.612533466213927,6.85751406254539,10.711101163782413,9.612533466213927,9.674137279312397
Lejlighed,95.0,4,0,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,A20,Taastrup,<1 month,40.0,1-3 months,9.525224101853109,6.947937068614969,10.623787731088578,9.525224101853109,9.598388006047278
Lejlighed,129.0,4,1,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,A15,Kongens Lyngby,1-3 months,40.0,1-3 months,9.918179101279117,6.111467339502679,11.016758542212896,9.918179101279117,9.940108735991773
Lejlighed,32.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,none,Valby,1-3 months,40.0,1-3 months,8.987321812850125,6.2166061010848646,10.085850775128717,8.987321812850125,9.04793908261736
Værelse,16.0,1,0,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,A10,Gentofte,<1 month,40.0,1-3 months,8.839421607620602,6.90875477931522,9.53249633228804,9.53249633228804,8.974744612722734
Lejlighed,32.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A15,Valby,<1 month,40.0,1-3 months,8.955577146281511,6.398594934535208,10.054103420843255,8.955577146281511,9.03013657115323
Lejlighed,35.0,2,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A10,Frederiksberg,<1 month,40.0,1-3 months,9.169622538697624,6.398594934535208,10.268165387743457,9.169622538697624,9.23024103368252
Lejlighed,28.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A10,Frederiksberg,<1 month,40.0,1-3 months,8.987321812850125,6.398594934535208,10.085850775128717,8.987321812850125,9.059633754551479
Lejlighed,48.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København N,1-3 months,40.0,1-3 months,9.105090961257085,0.0,10.203629181337648,9.105090961257085,9.105090961257085
Værelse,30.0,1,0,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ikke angivet,C,Brøndby,<1 month,40.0,1-3 months,8.517393171418904,0.0,9.61587214452889,0.0,8.517393171418904
Lejlighed,99.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Hvidovre,1-3 months,41.0,1-3 months,9.65509029374725,7.00397413672268,10.753659849198824,0.0,9.723223876851618
Lejlighed,60.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,A20,København S,1-3 months,41.0,1-3 months,9.521568058002977,6.55250788703459,10.620131509007471,9.521568058002977,9.571574905170932
Værelse,38.0,2,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,København N,1-3 months,41.0,1-3 months,9.04793908261736,0.0,9.642187721358466,9.04793908261736,9.04793908261736
Værelse,14.0,1,8,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,C,Kongens Lyngby,<1 month,41.0,1-3 months,8.517393171418904,0.0,7.824445930877619,0.0,8.517393171418904
Værelse,18.0,1,8,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ikke angivet,Ja,Ja,Ja,C,Kongens Lyngby,<1 month,41.0,1-3 months,8.612685172875459,0.0,7.824445930877619,0.0,8.612685172875459
Værelse,13.0,1,8,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,C,Kongens Lyngby,<1 month,41.0,1-3 months,8.517393171418904,0.0,7.824445930877619,0.0,8.517393171418904
Lejlighed,130.0,4,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,none,København K,1-3 months,41.0,1-3 months,10.06266841688844,7.259116128097101,11.161252277082589,10.06266841688844,10.12145774507634
Lejlighed,89.0,3,1,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Ballerup,1-3 months,41.0,1-3 months,9.44943600950432,6.96979066990159,10.547995807489514,9.44943600950432,9.529811766917371
Værelse,24.0,1,3,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Nej,C,Valby,<1 month,41.0,1-3 months,8.612685172875459,0.0,8.612685172875459,0.0,8.612685172875459
Lejlighed,79.0,3,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Brønshøj,1-3 months,41.0,1-3 months,9.488047863280759,7.0909098220799835,10.586609649448985,9.488047863280759,9.575052927597383
Lejlighed,37.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Nej,Nej,Nej,none,København Ø,1-3 months,42.0,1-3 months,9.137877200242468,6.2166061010848646,10.22015787614662,9.121618441915379,9.19023970026918
Lejlighed,69.0,3,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A20,København S,3+ months,42.0,1-3 months,9.55400099583723,6.55250788703459,10.652566005416872,9.55400099583723,9.60245002503719
Lejlighed,85.0,2,3,Ja,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A10,København S,1-3 months,42.0,1-3 months,9.510519035757246,6.90875477931522,10.609081944147828,9.510519035757246,9.581972891547895
Lejlighed,25.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,København NV,1-3 months,42.0,1-3 months,8.845921233304018,6.2166061010848646,9.944437538865083,8.845921233304018,8.915432254432663
Lejlighed,151.0,4,4,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Nej,none,Hellerup,1-3 months,42.0,1-3 months,10.440010162389305,7.409136443920128,11.538602958260002,10.440010162389305,10.487126739641525
Lejlighed,35.0,1,0,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,D,Ballerup,<1 month,42.0,1-3 months,8.853808274977197,5.303304908059076,9.546884034617925,8.853808274977197,8.881975184248867
Lejlighed,100.0,4,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Brønshøj,1-3 months,42.0,1-3 months,9.581972891547895,7.280008252884188,10.680539205318292,9.581972891547895,9.677276802172448
Lejlighed,102.0,4,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A15,København S,1-3 months,42.0,1-3 months,9.702044336534586,6.903747257584598,10.800615852145526,9.702044336534586,9.7611172112444
Lejlighed,74.0,3,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,none,Brøndby,1-3 months,42.0,1-3 months,9.34215779659637,6.903747257584598,10.440711650156649,9.34215779659637,9.42577428022034
Lejlighed,89.0,3,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A15,Albertslund,1-3 months,42.0,1-3 months,9.400133943608838,6.903747257584598,10.498691088765947,9.400133943608838,9.479221814964246
Lejlighed,92.0,4,1,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Vallensbæk Strand,1-3 months,42.0,1-3 months,9.401043372798053,6.68586094706836,10.499600568082863,9.401043372798053,9.465060106725137
Lejlighed,75.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Brøndby,1-3 months,42.0,1-3 months,9.355652103136237,6.903747257584598,10.454206739963796,9.355652103136237,9.438192819018127
Lejlighed,92.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Taastrup,1-3 months,42.0,1-3 months,9.427143867544194,6.903747257584598,10.52570248222807,9.427143867544194,9.504203303503045
Lejlighed,48.0,2,0,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,C,København Ø,1-3 months,42.0,1-3 months,9.392745258631441,7.496097345175956,10.085850775128717,10.085850775128717,9.53249633228804
Værelse,12.0,1,2,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ikke angivet,Ja,C,Frederiksberg,<1 month,42.0,1-3 months,8.824824939175638,0.0,9.517898598432753,0.0,8.824824939175638
Lejlighed,70.0,3,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A15,København S,1-3 months,42.0,1-3 months,9.525224101853109,6.903747257584598,10.623787731088578,9.525224101853109,9.595330626894961
Lejlighed,88.0,3,2,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Nej,none,Valby,<1 month,42.0,1-3 months,9.720225553665117,6.90875477931522,10.818797803896322,9.720225553665117,9.77854771798028
Lejlighed,68.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,B,Vallensbæk Strand,1-3 months,42.0,1-3 months,9.23024103368252,6.68586094706836,10.328787967145063,9.23024103368252,9.305741456739435
Lejlighed,63.0,2,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Brøndby,1-3 months,42.0,1-3 months,9.218407743053941,6.903747257584598,10.316953898529778,9.218407743053941,9.312535884290853
Lejlighed,62.0,2,5,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Ja,A15,København S,1-3 months,42.0,1-3 months,9.34145634983372,6.957497370876951,10.440010162389305,9.34145634983372,9.429556219952412
Lejlighed,75.0,3,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Brøndby,1-3 months,42.0,1-3 months,9.355652103136237,6.903747257584598,10.454206739963796,9.355652103136237,9.438192819018127
Lejlighed,66.0,2,0,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,D,København S,1-3 months,42.0,1-3 months,9.433563920090563,6.55250788703459,10.53212287826962,9.433563920090563,9.488047863280759
Lejlighed,160.0,7,4,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,C,København N,3+ months,42.0,1-3 months,10.134638955251866,7.3783837129967145,11.233224789593368,11.233224789593368,10.196194479235656
Lejlighed,37.0,1,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Frederiksberg,1-3 months,42.0,1-3 months,9.137877200242468,5.993961427306569,10.236417809461043,10.236417809461043,9.179984251961283
Lejlighed,118.0,4,4,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Nej,none,København Ø,1-3 months,42.0,1-3 months,9.898525260706313,6.90875477931522,10.997104049659168,0.0,9.94755228369823
Lejlighed,64.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,none,Brøndby,<1 month,42.0,1-3 months,9.220389707829185,6.55250788703459,10.318935994253193,9.220389707829185,9.287394001418473
Værelse,15.0,1,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,Vanløse,<1 month,42.0,1-3 months,8.412054873292933,0.0,9.105090961257085,0.0,8.412054873292933
Værelse,16.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,D,København V,<1 month,42.0,1-3 months,8.81744592104187,0.0,9.510519035757246,0.0,8.81744592104187
Lejlighed,84.0,4,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,C,København V,1-3 months,43.0,1-3 months,9.648659816955295,7.0909098220799835,9.648659816955295,0.0,9.723223876851618
Lejlighed,66.0,2,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,C,København S,1-3 months,43.0,1-3 months,9.433563920090563,6.2166061010848646,10.53212287826962,9.433563920090563,9.472781556562168
Lejlighed,105.0,3,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,C,Valby,1-3 months,43.0,1-3 months,9.69898173460629,7.00397413672268,10.797553125151618,9.69898173460629,9.76428295481558
Lejlighed,85.0,3,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,A20,Hedehusene,1-3 months,43.0,1-3 months,9.437555622660446,6.90875477931522,10.536114793300285,9.437555622660446,9.514215624322715
Lejlighed,86.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,none,Hedehusene,1-3 months,43.0,1-3 months,9.358846580275406,6.90875477931522,10.457401400981889,9.358846580275406,9.441531454869693
Lejlighed,35.0,1,1,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,A20,København SV,<1 month,43.0,1-3 months,9.005895898094458,6.311734809152915,10.104426393862145,9.005895898094458,9.071193240566025
Lejlighed,67.0,2,6,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A10,København S,1-3 months,43.0,1-3 months,9.468928284223587,6.621405651764134,10.567489095490265,9.468928284223587,9.525224101853109
Lejlighed,59.0,2,2,Nej,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,A10,Frederiksberg C,1-3 months,43.0,1-3 months,9.61560546008168,6.46302945692067,10.7141732944266,9.61560546008168,9.65739517984351
Værelse,15.0,1,2,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,A20,Albertslund,<1 month,43.0,1-3 months,8.294299608857235,0.0,8.294299608857235,0.0,8.294299608857235
Lejlighed,129.0,4,0,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,Charlottenlund,1-3 months,43.0,1-3 months,10.34177474101152,7.313886831633462,11.440365524765756,10.34177474101152,10.389026137075234
Lejlighed,113.0,3,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,C,Nærum,3+ months,43.0,1-3 months,9.62251624577579,6.90875477931522,10.721084386282662,9.62251624577579,9.686636660844938
Lejlighed,88.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Glostrup,1-3 months,43.0,1-3 months,9.503084610020228,6.90875477931522,10.601647149919609,9.503084610020228,9.575052927597383
Lejlighed,106.0,5,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,Ishøj,<1 month,43.0,1-3 months,9.581972891547895,7.0909098220799835,10.680539205318292,9.581972891547895,9.661479683575521
Lejlighed,87.0,3,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,none,Hellerup,<1 month,43.0,1-3 months,9.770013301136158,7.1316985104669115,10.868587496017359,9.770013301136158,9.839002363309719
Værelse,11.0,1,0,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,D,Kastrup,<1 month,43.0,1-3 months,8.517393171418904,0.0,8.517393171418904,8.517393171418904,8.517393171418904
Lejlighed,35.0,1,3,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,A20,København SV,<1 month,43.0,1-3 months,9.012011377036412,6.311734809152915,10.110542371500753,9.012011377036412,9.076923258535832
Lejlighed,86.0,4,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,København S,3+ months,43.0,1-3 months,9.661479683575521,7.3783837129967145,10.354595018522993,9.661479683575521,9.758519582283522
Lejlighed,46.0,1,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,none,København S,3+ months,43.0,1-3 months,9.296609807128359,6.7464121285733745,9.989711119284745,9.296609807128359,9.371693622333941
Lejlighed,46.0,1,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,none,København S,3+ months,43.0,1-3 months,9.301186055275759,6.7464121285733745,9.994287576862567,9.301186055275759,9.375939552625749
