monthly_rent,monthly_aconto,move_in_price,housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,deposit,prepaid_rent,energy_mark,area,availability_in
7800.0,430.0,39430.0,Lejlighed,38.0,1,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,23400.0,7800.0,none,Glostrup,3+ months
13400.0,1000.0,68000.0,Lejlighed,88.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,40200.0,13400.0,none,Glostrup,3+ months
35000.0,140000.0,840000.0,Lejlighed,125.0,3,2,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,105000.0,0.0,none,København K,<1 month
12150.0,1000.0,61750.0,Lejlighed,88.0,3,0,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,36450.0,12150.0,none,Hedehusene,<1 month
12950.0,1200.0,65950.0,Lejlighed,106.0,4,4,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,38850.0,12950.0,none,Hedehusene,<1 month
11850.0,950.0,60200.0,Lejlighed,81.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,35550.0,11850.0,none,Hedehusene,<1 month
18550.0,1150.0,93900.0,Lejlighed,100.0,4,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,55650.0,18550.0,A20,København S,3+ months
8250.0,550.0,41800.0,Lejlighed,35.0,1,2,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,24750.0,8250.0,A20,København SV,<1 month
14350.0,900.0,72650.0,Lejlighed,80.0,3,6,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,43050.0,14350.0,A10,København S,<1 month
12100.0,800.0,37100.0,Lejlighed,81.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,24200.0,0.0,none,Glostrup,3+ months
13700.0,800.0,40900.0,Lejlighed,94.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,26400.0,0.0,none,Glostrup,<1 month
25150.0,1500.0,127250.0,Lejlighed,116.0,4,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,75450.0,25150.0,C,København K,<1 month
10300.0,650.0,52150.0,Lejlighed,54.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,30900.0,10300.0,none,Hedehusene,<1 month
12150.0,900.0,61650.0,Lejlighed,79.0,3,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,36450.0,12150.0,none,Hedehusene,<1 month
8200.0,550.0,41550.0,Lejlighed,35.0,1,3,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,24600.0,8200.0,A20,København SV,<1 month
12550.0,600.0,63350.0,Lejlighed,58.0,2,5,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Ja,37650.0,12550.0,none,København S,<1 month
5000.0,0.0,10000.0,Værelse,15.0,1,2,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,5000.0,0.0,C,Hvidovre,<1 month
13150.0,671.0,66421.0,Lejlighed,62.0,2,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,39450.0,13150.0,A15,København S,<1 month
35000.0,2000.0,247000.0,Lejlighed,186.0,5,1,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,105000.0,105000.0,D,København K,1-3 months
16495.0,600.0,83075.0,Lejlighed,93.0,3,5,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,49485.0,16495.0,A20,København S,3+ months
19500.0,500.0,60000.0,Lejlighed,107.0,3,1,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,40000.0,0.0,A20,København SV,3+ months
11600.0,900.0,58900.0,Lejlighed,76.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,34800.0,11600.0,A15,Brøndby,<1 month
41000.0,1700.0,206700.0,Lejlighed,155.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,123000.0,41000.0,A15,Hellerup,3+ months
10400.0,800.0,52800.0,Lejlighed,67.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,31200.0,10400.0,A15,Brøndby,3+ months
9300.0,570.0,47070.0,Lejlighed,42.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,27900.0,9300.0,none,København N,3+ months
7500.0,750.0,30750.0,Lejlighed,43.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,15000.0,7500.0,D,København Ø,<1 month
4000.0,0.0,12000.0,Værelse,20.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,4000.0,4000.0,none,København S,3+ months
8200.0,800.0,41800.0,Lejlighed,52.0,1,2,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,24600.0,8200.0,C,Kongens Lyngby,<1 month
6000.0,3000.0,21000.0,Lejlighed,37.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,6000.0,6000.0,D,Rødovre,<1 month
10500.0,0.0,52500.0,Lejlighed,52.0,2,3,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,31500.0,10500.0,D,Vanløse,<1 month
22000.0,1100.0,111100.0,Lejlighed,100.0,3,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,66000.0,22000.0,B,København V,3+ months
11000.0,900.0,44900.0,Lejlighed,85.0,3,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Nej,22000.0,11000.0,C,Holte,<1 month
12000.0,0.0,24000.0,Lejlighed,64.0,2,1,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,12000.0,0.0,C,København N,3+ months
12500.0,10000.0,72500.0,Lejlighed,76.0,3,1,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,37500.0,12500.0,none,Ballerup,3+ months
8300.0,600.0,58700.0,Lejlighed,38.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,24900.0,24900.0,A15,Vanløse,3+ months
12900.0,800.0,65300.0,Lejlighed,89.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,38700.0,12900.0,none,Brøndby,<1 month
5200.0,145.0,18545.0,Værelse,10.0,1,2,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,8000.0,5200.0,C,Valby,<1 month
4000.0,0.0,28000.0,Værelse,21.0,1,1,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,12000.0,12000.0,none,Charlottenlund,<1 month
16500.0,66000.0,396000.0,Lejlighed,75.0,2,2,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,49500.0,0.0,none,København Ø,1-3 months
19500.0,1000.0,98500.0,Lejlighed,151.0,4,5,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,58500.0,19500.0,A20,Vallensbæk Strand,<1 month
5650.0,0.0,15050.0,Værelse,10.0,1,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,9400.0,0.0,C,Frederiksberg C,<1 month
12000.0,1100.0,61100.0,Lejlighed,96.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,36000.0,12000.0,none,Glostrup,3+ months
13600.0,1000.0,69000.0,Lejlighed,89.0,4,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,40800.0,13600.0,none,Glostrup,3+ months
10749.0,0.0,53745.0,Lejlighed,81.0,3,1,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,32247.0,10749.0,none,Vanløse,<1 month
10500.0,250.0,52750.0,Lejlighed,44.0,1,2,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Nej,Nej,31500.0,10500.0,C,Valby,3+ months
12600.0,850.0,63850.0,Lejlighed,90.0,3,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,37800.0,12600.0,none,Vallensbæk Strand,<1 month
13800.0,850.0,69850.0,Lejlighed,92.0,4,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,41400.0,13800.0,none,Vallensbæk Strand,1-3 months
4000.0,300.0,20300.0,Værelse,10.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,12000.0,4000.0,none,København K,<1 month
20000.0,80000.0,240000.0,Lejlighed,149.0,4,2,Ja,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,60000.0,0.0,none,København S,1-3 months
11400.0,800.0,57800.0,Lejlighed,69.0,2,4,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,34200.0,11400.0,none,Glostrup,3+ months
11850.0,850.0,60100.0,Lejlighed,76.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,35550.0,11850.0,A15,Brøndby,<1 month
15158.0,950.0,71188.0,Lejlighed,85.0,3,4,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,41310.0,13770.0,none,København S,3+ months
14750.0,1311.0,75061.0,Lejlighed,121.0,4,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,44250.0,14750.0,A15,Søborg,3+ months
13200.0,800.0,66800.0,Lejlighed,75.0,3,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,39600.0,13200.0,A20,Søborg,3+ months
7100.0,0.0,35500.0,Værelse,11.0,1,5,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,21300.0,7100.0,A20,København S,<1 month
18500.0,0.0,92500.0,Lejlighed,127.0,4,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,55500.0,18500.0,none,Søborg,<1 month
10200.0,270.0,51270.0,Lejlighed,31.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,30600.0,10200.0,none,Frederiksberg,<1 month
12850.0,700.0,64950.0,Lejlighed,63.0,2,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,38550.0,12850.0,A15,København S,<1 month
7500.0,450.0,37950.0,Lejlighed,33.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,22500.0,7500.0,none,Valby,3+ months
15443.0,1167.0,78382.0,Lejlighed,108.0,3,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,46329.0,15443.0,A15,Albertslund,<1 month
13000.0,800.0,47500.0,Lejlighed,83.0,3,2,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,20000.0,13700.0,E,Søborg,<1 month
9500.0,1350.0,67850.0,Lejlighed,54.0,2,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ja,28500.0,28500.0,none,Dragør,<1 month
9000.0,500.0,45500.0,Lejlighed,67.0,3,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,27000.0,9000.0,none,København NV,<1 month
7000.0,0.0,21000.0,Værelse,15.0,1,3,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,7000.0,7000.0,D,København NV,<1 month
6000.0,0.0,7000.0,Lejlighed,57.0,2,3,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,1000.0,0.0,C,København Ø,<1 month
13800.0,1340.0,70340.0,Lejlighed,107.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,41400.0,13800.0,B,Vallensbæk Strand,<1 month
22900.0,2000.0,93600.0,Lejlighed,105.0,3,5,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,68700.0,0.0,D,København N,3+ months
25000.0,175000.0,600000.0,Lejlighed,157.0,3,2,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,75000.0,75000.0,none,København K,<1 month
28000.0,196000.0,672000.0,Lejlighed,176.0,4,2,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,84000.0,84000.0,none,København K,<1 month
11000.0,800.0,55800.0,Lejlighed,68.0,2,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Nej,Nej,33000.0,11000.0,none,Taastrup,<1 month
11000.0,0.0,32000.0,Værelse,18.0,1,2,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,10000.0,11000.0,none,København V,<1 month
14800.0,1000.0,75000.0,Lejlighed,99.0,5,3,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,44400.0,14800.0,none,Rødovre,3+ months
12200.0,1300.0,62300.0,Lejlighed,85.0,3,0,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,36600.0,12200.0,none,Taastrup,3+ months
6170.0,0.0,16170.0,Lejlighed,27.0,1,2,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,10000.0,0.0,none,Søborg,<1 month
6000.0,0.0,24000.0,Værelse,20.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,18000.0,0.0,none,Gentofte,1-3 months
13500.0,1000.0,55000.0,Lejlighed,90.0,3,2,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,40500.0,0.0,A15,Glostrup,<1 month
15000.0,500.0,57500.0,Lejlighed,85.0,3,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,42000.0,0.0,A15,Søborg,<1 month
7250.0,0.0,43500.0,Værelse,9.0,1,4,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,21750.0,14500.0,none,København K,<1 month
41000.0,1700.0,206700.0,Lejlighed,155.0,4,3,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Nej,123000.0,41000.0,none,Hellerup,3+ months
30900.0,1600.0,156100.0,Lejlighed,141.0,4,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,92700.0,30900.0,A15,Hellerup,3+ months
9500.0,250.0,47750.0,Lejlighed,44.0,1,3,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Nej,Nej,28500.0,9500.0,C,Valby,3+ months
19500.0,2000.0,99500.0,Lejlighed,106.0,4,1,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,58500.0,19500.0,C,København Ø,1-3 months
1244006.0,1200.0,8828042.0,Lejlighed,118.0,2,3,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ja,3732018.0,3732018.0,none,Brønshøj,3+ months
12650.0,1000.0,64250.0,Lejlighed,92.0,4,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,37950.0,12650.0,A15,Albertslund,<1 month
10100.0,700.0,31000.0,Lejlighed,67.0,2,4,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,20200.0,0.0,none,Glostrup,3+ months
11610.0,1000.0,59050.0,Lejlighed,86.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,34830.0,11610.0,none,Taastrup,<1 month
11165.0,1000.0,56825.0,Lejlighed,77.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,33495.0,11165.0,none,Brøndby,<1 month
13173.0,1000.0,66865.0,Lejlighed,104.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,39519.0,13173.0,B,Vallensbæk Strand,<1 month
13330.0,66650.0,0.0,Lejlighed,98.0,3,1,Nej,Nej,Ja,Ikke angivet,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,39990.0,13330.0,none,Taastrup,<1 month
31000.0,4500.0,97500.0,Lejlighed,143.0,3,2,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,62000.0,0.0,C,København S,<1 month
22000.0,2500.0,134500.0,Lejlighed,177.0,5,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,66000.0,44000.0,D,Charlottenlund,<1 month
27000.0,2335.0,110335.0,Lejlighed,162.0,4,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,81000.0,0.0,none,Klampenborg,3+ months
6000.0,500.0,12500.0,Lejlighed,43.0,1,5,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,6000.0,0.0,C,Bagsværd,<1 month
12800.0,850.0,64850.0,Lejlighed,91.0,3,5,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,38400.0,12800.0,none,Vallensbæk Strand,<1 month
25550.0,1500.0,180350.0,Lejlighed,151.0,3,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,76650.0,76650.0,none,København K,<1 month
12300.0,650.0,62150.0,Lejlighed,80.0,2,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,36900.0,12300.0,A20,Taastrup,3+ months
7000.0,0.0,7000.0,Værelse,12.0,1,0,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,0.0,0.0,none,Brøndby,<1 month
7600.0,430.0,38430.0,Lejlighed,40.0,1,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,22800.0,7600.0,none,Glostrup,3+ months
13000.0,1100.0,66100.0,Lejlighed,108.0,3,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,39000.0,13000.0,none,Glostrup,3+ months
14700.0,1350.0,74850.0,Lejlighed,126.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,44100.0,14700.0,none,Glostrup,3+ months
24500.0,1050.0,172550.0,Lejlighed,158.0,5,4,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,73500.0,73500.0,none,København Ø,<1 month
23300.0,1419.0,117919.0,Lejlighed,129.0,3,3,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,69900.0,23300.0,none,København V,<1 month
10300.0,800.0,52300.0,Lejlighed,60.0,2,1,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,30900.0,10300.0,A20,Taastrup,<1 month
12300.0,800.0,62300.0,Lejlighed,84.0,3,2,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,36900.0,12300.0,A20,Taastrup,<1 month
13100.0,1000.0,66500.0,Lejlighed,92.0,4,2,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,39300.0,13100.0,A20,Taastrup,<1 month
10500.0,1000.0,16500.0,Lejlighed,105.0,4,2,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,5000.0,0.0,C,Frederiksberg,<1 month
21500.0,840.0,86840.0,Lejlighed,96.0,3,1,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,64500.0,0.0,C,Frederiksberg,<1 month
4999.0,999.0,15996.0,Værelse,8.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,4999.0,4999.0,B,Glostrup,<1 month
14700.0,1100.0,74600.0,Lejlighed,115.0,4,4,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,44100.0,14700.0,A15,Herlev,<1 month
13000.0,900.0,65900.0,Lejlighed,95.0,3,3,Nej,Ja,Ja,Ikke angivet,Nej,Nej,Nej,Ja,Ikke angivet,Ja,Nej,Ja,39000.0,13000.0,A15,Herlev,<1 month
14100.0,800.0,71300.0,Lejlighed,98.0,4,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,42300.0,14100.0,none,Herlev,3+ months
11600.0,800.0,58800.0,Lejlighed,82.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,34800.0,11600.0,A15,Brøndby,<1 month
17500.0,500.0,35500.0,Lejlighed,74.0,3,7,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,5000.0,12500.0,B,København S,<1 month
7900.0,550.0,40050.0,Lejlighed,36.0,1,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,23700.0,7900.0,A15,Brønshøj,<1 month
12400.0,650.0,62650.0,Lejlighed,78.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,37200.0,12400.0,none,Herlev,<1 month
13500.0,850.0,68350.0,Lejlighed,98.0,3,6,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,40500.0,13500.0,none,Herlev,3+ months
13300.0,850.0,67350.0,Lejlighed,92.0,4,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,39900.0,13300.0,none,Vallensbæk Strand,<1 month
5800.0,0.0,17400.0,Værelse,10.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,11600.0,0.0,E,København S,<1 month
12500.0,950.0,63450.0,Lejlighed,95.0,3,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,37500.0,12500.0,none,Vallensbæk Strand,<1 month
10250.0,750.0,52000.0,Lejlighed,64.0,2,4,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,30750.0,10250.0,none,Hedehusene,<1 month
12500.0,850.0,63350.0,Lejlighed,90.0,3,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,37500.0,12500.0,none,Vallensbæk Strand,<1 month
4175.0,585.0,21460.0,Værelse,16.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,12525.0,4175.0,none,København NV,<1 month
15962.0,450.0,96222.0,Lejlighed,94.0,3,2,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,47886.0,31924.0,A20,København SV,3+ months
6500.0,500.0,20000.0,Værelse,17.0,1,3,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,6500.0,6500.0,none,København V,<1 month
10350.0,1050.0,52800.0,Lejlighed,63.0,2,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,31050.0,10350.0,A15,Brøndby,<1 month
13400.0,1000.0,41200.0,Lejlighed,95.0,4,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,26800.0,0.0,none,Glostrup,3+ months
11900.0,800.0,36500.0,Lejlighed,79.0,3,5,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,23800.0,0.0,none,Glostrup,3+ months
14600.0,1000.0,44800.0,Lejlighed,107.0,4,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,29200.0,0.0,none,Glostrup,<1 month
15000.0,0.0,75000.0,Lejlighed,90.0,3,0,Ja,Ja,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,45000.0,15000.0,F,Ballerup,<1 month
20900.0,2000.0,106500.0,Lejlighed,101.0,3,3,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,62700.0,20900.0,C,Holte,<1 month
