monthly_rent,monthly_aconto,housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,deposit,prepaid_rent,energy_mark,area,availability_in,days_on_website,total_monthly_rent,months_on_website
7500.0,1000.0,Lejlighed,40.0,1,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,8500.0,17000.0,B,Hvidovre,<1 month,39.0,8500.0,1-3 months
30750.0,1500.0,Lejlighed,205.0,5,4,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,92250.0,92250.0,none,København V,1-3 months,39.0,32250.0,1-3 months
11750.0,1000.0,Lejlighed,87.0,3,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,35250.0,11750.0,none,Hedehusene,1-3 months,39.0,12750.0,1-3 months
12050.0,900.0,Lejlighed,78.0,3,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,36150.0,12050.0,none,Hedehusene,1-3 months,39.0,12950.0,1-3 months
10500.0,960.0,Lejlighed,79.0,3,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,31500.0,10500.0,A20,Hedehusene,<1 month,39.0,11460.0,1-3 months
11100.0,1055.0,Lejlighed,87.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,33300.0,11100.0,A20,Hedehusene,<1 month,39.0,12155.0,1-3 months
19900.0,1100.0,Lejlighed,120.0,3,0,Ja,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ja,59700.0,0.0,C,København SV,1-3 months,39.0,21000.0,1-3 months
15250.0,1000.0,Lejlighed,86.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,45750.0,15250.0,none,København S,1-3 months,39.0,16250.0,1-3 months
7000.0,0.0,Værelse,30.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ja,14000.0,0.0,D,Frederiksberg C,<1 month,39.0,7000.0,1-3 months
19900.0,1600.0,Lejlighed,106.0,3,10,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,59700.0,19900.0,A10,København S,<1 month,39.0,21500.0,1-3 months
10100.0,700.0,Lejlighed,61.0,2,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,30300.0,10100.0,none,Brøndby,1-3 months,39.0,10800.0,1-3 months
14250.0,900.0,Lejlighed,90.0,2,1,Ja,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,42750.0,0.0,B,København S,1-3 months,39.0,15150.0,1-3 months
13000.0,800.0,Lejlighed,89.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,39000.0,13000.0,none,Brøndby,<1 month,39.0,13800.0,1-3 months
22000.0,1000.0,Lejlighed,140.0,4,1,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Ja,44000.0,0.0,C,København V,<1 month,40.0,23000.0,1-3 months
15900.0,850.0,Lejlighed,103.0,4,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,47700.0,15900.0,A15,København S,3+ months,40.0,16750.0,1-3 months
17000.0,1100.0,Lejlighed,102.0,4,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,51000.0,17000.0,A15,København S,1-3 months,40.0,18100.0,1-3 months
20800.0,1500.0,Lejlighed,102.0,3,11,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,62400.0,22000.0,B,København S,1-3 months,40.0,22300.0,1-3 months
11150.0,750.0,Lejlighed,71.0,2,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Ja,33450.0,11150.0,A15,Skovlunde,<1 month,40.0,11900.0,1-3 months
10100.0,825.0,Lejlighed,37.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,30300.0,10100.0,none,København S,<1 month,40.0,10925.0,1-3 months
8400.0,775.0,Lejlighed,34.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,25200.0,8400.0,none,København S,<1 month,40.0,9175.0,1-3 months
14788.0,1100.0,Lejlighed,100.0,3,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,44364.0,44364.0,A15,Gentofte,3+ months,40.0,15888.0,1-3 months
12900.0,600.0,Lejlighed,83.0,2,3,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Nej,Ja,38700.0,12900.0,none,Rødovre,<1 month,40.0,13500.0,1-3 months
8050.0,500.0,Lejlighed,36.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,24150.0,8050.0,none,Valby,1-3 months,40.0,8550.0,1-3 months
9400.0,400.0,Lejlighed,37.0,1,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,28200.0,28200.0,none,Frederiksberg,1-3 months,40.0,9800.0,1-3 months
14950.0,950.0,Lejlighed,105.0,4,6,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,44850.0,14950.0,none,Herlev,3+ months,40.0,15900.0,1-3 months
13700.0,1040.0,Lejlighed,95.0,4,0,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,41100.0,13700.0,A20,Taastrup,<1 month,40.0,14740.0,1-3 months
20295.0,450.0,Lejlighed,129.0,4,1,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,60885.0,20295.0,A15,Kongens Lyngby,1-3 months,40.0,20745.0,1-3 months
8000.0,500.0,Lejlighed,32.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,24000.0,8000.0,none,Valby,1-3 months,40.0,8500.0,1-3 months
6900.0,1000.0,Værelse,16.0,1,0,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,13800.0,13800.0,A10,Gentofte,<1 month,40.0,7900.0,1-3 months
7750.0,600.0,Lejlighed,32.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,23250.0,7750.0,A15,Valby,<1 month,40.0,8350.0,1-3 months
9600.0,600.0,Lejlighed,35.0,2,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,28800.0,9600.0,A10,Frederiksberg,<1 month,40.0,10200.0,1-3 months
8000.0,600.0,Lejlighed,28.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,24000.0,8000.0,A10,Frederiksberg,<1 month,40.0,8600.0,1-3 months
9000.0,0.0,Lejlighed,48.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,27000.0,9000.0,none,København N,1-3 months,40.0,9000.0,1-3 months
5000.0,0.0,Værelse,30.0,1,0,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ikke angivet,15000.0,0.0,C,Brøndby,<1 month,40.0,5000.0,1-3 months
15600.0,1100.0,Lejlighed,99.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,46800.0,0.0,A15,Hvidovre,1-3 months,41.0,16700.0,1-3 months
13650.0,700.0,Lejlighed,60.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,40950.0,13650.0,A20,København S,1-3 months,41.0,14350.0,1-3 months
8500.0,0.0,Værelse,38.0,2,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,15400.0,8500.0,C,København N,1-3 months,41.0,8500.0,1-3 months
5000.0,0.0,Værelse,14.0,1,8,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,2500.0,0.0,C,Kongens Lyngby,<1 month,41.0,5000.0,1-3 months
5500.0,0.0,Værelse,18.0,1,8,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ikke angivet,Ja,Ja,Ja,2500.0,0.0,C,Kongens Lyngby,<1 month,41.0,5500.0,1-3 months
5000.0,0.0,Værelse,13.0,1,8,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,Ja,2500.0,0.0,C,Kongens Lyngby,<1 month,41.0,5000.0,1-3 months
23450.0,1420.0,Lejlighed,130.0,4,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,70350.0,23450.0,none,København K,1-3 months,41.0,24870.0,1-3 months
12700.0,1063.0,Lejlighed,89.0,3,1,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,38100.0,12700.0,A15,Ballerup,1-3 months,41.0,13763.0,1-3 months
5500.0,0.0,Værelse,24.0,1,3,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Nej,5500.0,0.0,C,Valby,<1 month,41.0,5500.0,1-3 months
13200.0,1200.0,Lejlighed,79.0,3,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,39600.0,13200.0,A15,Brønshøj,1-3 months,41.0,14400.0,1-3 months
9300.0,500.0,Lejlighed,37.0,1,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Nej,Nej,Nej,27450.0,9150.0,none,København Ø,1-3 months,42.0,9800.0,1-3 months
14100.0,700.0,Lejlighed,69.0,3,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,42300.0,14100.0,A20,København S,3+ months,42.0,14800.0,1-3 months
13500.0,1000.0,Lejlighed,85.0,2,3,Ja,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,40500.0,13500.0,A10,København S,1-3 months,42.0,14500.0,1-3 months
6945.0,500.0,Lejlighed,25.0,1,3,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,20835.0,6945.0,none,København NV,1-3 months,42.0,7445.0,1-3 months
34200.0,1650.0,Lejlighed,151.0,4,4,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Nej,102600.0,34200.0,none,Hellerup,1-3 months,42.0,35850.0,1-3 months
7000.0,200.0,Lejlighed,35.0,1,0,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Nej,14000.0,7000.0,D,Ballerup,<1 month,42.0,7200.0,1-3 months
14500.0,1450.0,Lejlighed,100.0,4,0,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,43500.0,14500.0,A15,Brønshøj,1-3 months,42.0,15950.0,1-3 months
16350.0,995.0,Lejlighed,102.0,4,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,49050.0,16350.0,A15,København S,1-3 months,42.0,17345.0,1-3 months
11408.0,995.0,Lejlighed,74.0,3,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,34224.0,11408.0,none,Brøndby,1-3 months,42.0,12403.0,1-3 months
12089.0,995.0,Lejlighed,89.0,3,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,36267.0,12089.0,A15,Albertslund,1-3 months,42.0,13084.0,1-3 months
12100.0,800.0,Lejlighed,92.0,4,1,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,36300.0,12100.0,none,Vallensbæk Strand,1-3 months,42.0,12900.0,1-3 months
11563.0,995.0,Lejlighed,75.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,34689.0,11563.0,none,Brøndby,1-3 months,42.0,12558.0,1-3 months
12420.0,995.0,Lejlighed,92.0,3,3,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,37260.0,12420.0,none,Taastrup,1-3 months,42.0,13415.0,1-3 months
12000.0,1800.0,Lejlighed,48.0,2,0,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,24000.0,24000.0,C,København Ø,1-3 months,42.0,13800.0,1-3 months
6800.0,0.0,Værelse,12.0,1,2,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ikke angivet,Ja,13600.0,0.0,C,Frederiksberg,<1 month,42.0,6800.0,1-3 months
13700.0,995.0,Lejlighed,70.0,3,4,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,41100.0,13700.0,A15,København S,1-3 months,42.0,14695.0,1-3 months
16650.0,1000.0,Lejlighed,88.0,3,2,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Nej,Nej,49950.0,16650.0,none,Valby,<1 month,42.0,17650.0,1-3 months
10200.0,800.0,Lejlighed,68.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,30600.0,10200.0,B,Vallensbæk Strand,1-3 months,42.0,11000.0,1-3 months
10080.0,995.0,Lejlighed,63.0,2,0,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,30240.0,10080.0,none,Brøndby,1-3 months,42.0,11075.0,1-3 months
11400.0,1050.0,Lejlighed,62.0,2,5,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Ja,34200.0,11400.0,A15,København S,1-3 months,42.0,12450.0,1-3 months
11563.0,995.0,Lejlighed,75.0,3,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,34689.0,11563.0,none,Brøndby,1-3 months,42.0,12558.0,1-3 months
12500.0,700.0,Lejlighed,66.0,2,0,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,37500.0,12500.0,D,København S,1-3 months,42.0,13200.0,1-3 months
25200.0,1600.0,Lejlighed,160.0,7,4,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,75600.0,75600.0,C,København N,3+ months,42.0,26800.0,1-3 months
9300.0,400.0,Lejlighed,37.0,1,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,27900.0,27900.0,none,Frederiksberg,1-3 months,42.0,9700.0,1-3 months
19900.0,1000.0,Lejlighed,118.0,4,4,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ikke angivet,Ikke angivet,Nej,Nej,59700.0,0.0,none,København Ø,1-3 months,42.0,20900.0,1-3 months
10100.0,700.0,Lejlighed,64.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Nej,Nej,Nej,30300.0,10100.0,none,Brøndby,<1 month,42.0,10800.0,1-3 months
4500.0,0.0,Værelse,15.0,1,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,9000.0,0.0,C,Vanløse,<1 month,42.0,4500.0,1-3 months
6750.0,0.0,Værelse,16.0,1,4,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,13500.0,0.0,D,København V,<1 month,42.0,6750.0,1-3 months
15500.0,1200.0,Lejlighed,84.0,4,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,15500.0,0.0,C,København V,1-3 months,43.0,16700.0,1-3 months
12500.0,500.0,Lejlighed,66.0,2,0,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,37500.0,12500.0,C,København S,1-3 months,43.0,13000.0,1-3 months
16300.0,1100.0,Lejlighed,105.0,3,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,48900.0,16300.0,C,Valby,1-3 months,43.0,17400.0,1-3 months
12550.0,1000.0,Lejlighed,85.0,3,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,37650.0,12550.0,A20,Hedehusene,1-3 months,43.0,13550.0,1-3 months
11600.0,1000.0,Lejlighed,86.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Nej,34800.0,11600.0,none,Hedehusene,1-3 months,43.0,12600.0,1-3 months
8150.0,550.0,Lejlighed,35.0,1,1,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,24450.0,8150.0,A20,København SV,<1 month,43.0,8700.0,1-3 months
12950.0,750.0,Lejlighed,67.0,2,6,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,38850.0,12950.0,A10,København S,1-3 months,43.0,13700.0,1-3 months
14996.0,640.0,Lejlighed,59.0,2,2,Nej,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,44988.0,14996.0,A10,Frederiksberg C,1-3 months,43.0,15636.0,1-3 months
4000.0,0.0,Værelse,15.0,1,2,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ikke angivet,4000.0,0.0,A20,Albertslund,<1 month,43.0,4000.0,1-3 months
31000.0,1500.0,Lejlighed,129.0,4,0,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,93000.0,31000.0,none,Charlottenlund,1-3 months,43.0,32500.0,1-3 months
15100.0,1000.0,Lejlighed,113.0,3,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,45300.0,15100.0,C,Nærum,3+ months,43.0,16100.0,1-3 months
13400.0,1000.0,Lejlighed,88.0,4,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,40200.0,13400.0,none,Glostrup,1-3 months,43.0,14400.0,1-3 months
14500.0,1200.0,Lejlighed,106.0,5,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,43500.0,14500.0,none,Ishøj,<1 month,43.0,15700.0,1-3 months
17500.0,1250.0,Lejlighed,87.0,3,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,52500.0,17500.0,none,Hellerup,<1 month,43.0,18750.0,1-3 months
5000.0,0.0,Værelse,11.0,1,0,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,5000.0,5000.0,D,Kastrup,<1 month,43.0,5000.0,1-3 months
8200.0,550.0,Lejlighed,35.0,1,3,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,24600.0,8200.0,A20,København SV,<1 month,43.0,8750.0,1-3 months
15700.0,1600.0,Lejlighed,86.0,4,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,31400.0,15700.0,none,København S,3+ months,43.0,17300.0,1-3 months
10900.0,850.0,Lejlighed,46.0,1,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,21800.0,10900.0,none,København S,3+ months,43.0,11750.0,1-3 months
10950.0,850.0,Lejlighed,46.0,1,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,21900.0,10950.0,none,København S,3+ months,43.0,11800.0,1-3 months
10900.0,850.0,Lejlighed,46.0,1,1,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Nej,Ja,21800.0,10900.0,none,København S,3+ months,43.0,11750.0,1-3 months
17400.0,1750.0,Lejlighed,98.0,5,0,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Ja,34800.0,17400.0,none,København S,3+ months,43.0,19150.0,1-3 months
10700.0,850.0,Lejlighed,45.0,1,0,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Nej,Ja,21400.0,10700.0,none,København S,3+ months,43.0,11550.0,1-3 months
17500.0,0.0,Lejlighed,77.0,3,1,Ja,Ja,Nej,Ja,Ja,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,17500.0,35000.0,A20,Valby,1-3 months,43.0,17500.0,1-3 months
39700.0,1700.0,Lejlighed,157.0,4,5,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Nej,119100.0,39700.0,none,Hellerup,1-3 months,44.0,41400.0,1-3 months
18499.0,1000.0,Lejlighed,100.0,4,1,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,36998.0,36998.0,C,Valby,1-3 months,44.0,19499.0,1-3 months
6500.0,450.0,Lejlighed,35.0,1,6,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,13000.0,13900.0,none,Brønshøj,<1 month,44.0,6950.0,1-3 months
25000.0,0.0,Lejlighed,162.0,5,2,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,25000.0,50000.0,D,København S,<1 month,45.0,25000.0,1-3 months
4300.0,0.0,Værelse,14.0,1,3,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,12900.0,0.0,B,København S,1-3 months,45.0,4300.0,1-3 months
14000.0,735.0,Lejlighed,39.0,1,0,Ja,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,42000.0,28000.0,none,København K,<1 month,46.0,14735.0,1-3 months
14450.0,1336.0,Lejlighed,93.0,3,1,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,43350.0,14450.0,A10,Gentofte,1-3 months,46.0,15786.0,1-3 months
13800.0,1300.0,Lejlighed,106.0,4,4,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,41400.0,13800.0,none,Vallensbæk Strand,3+ months,46.0,15100.0,1-3 months
20900.0,1100.0,Lejlighed,106.0,2,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,62700.0,20900.0,none,København S,<1 month,46.0,22000.0,1-3 months
10500.0,800.0,Lejlighed,63.0,2,4,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,31500.0,10500.0,A20,Taastrup,1-3 months,46.0,11300.0,1-3 months
16950.0,1114.0,Lejlighed,99.0,3,4,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Nej,50850.0,16950.0,C,København S,1-3 months,46.0,18064.0,1-3 months
22000.0,1500.0,Lejlighed,101.0,3,1,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,66000.0,66000.0,A15,København S,<1 month,46.0,23500.0,1-3 months
17650.0,1000.0,Lejlighed,84.0,2,1,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,52950.0,17650.0,none,København S,3+ months,46.0,18650.0,1-3 months
16700.0,1000.0,Lejlighed,83.0,2,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,50100.0,16700.0,none,København S,3+ months,46.0,17700.0,1-3 months
36000.0,1500.0,Lejlighed,260.0,7,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,108000.0,36000.0,C,Frederiksberg C,<1 month,46.0,37500.0,1-3 months
13800.0,1000.0,Lejlighed,99.0,4,1,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,41400.0,13800.0,A20,Taastrup,1-3 months,46.0,14800.0,1-3 months
7000.0,500.0,Værelse,22.0,1,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,21000.0,7000.0,D,København NV,<1 month,46.0,7500.0,1-3 months
21000.0,1230.0,Lejlighed,110.0,4,1,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,Ikke angivet,Ja,Ja,Ikke angivet,Ja,63000.0,0.0,B,København S,3+ months,46.0,22230.0,1-3 months
10900.0,1100.0,Lejlighed,55.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,32700.0,32700.0,none,Frederiksberg,<1 month,46.0,12000.0,1-3 months
14500.0,585.0,Lejlighed,62.0,1,4,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,43500.0,0.0,A10,København S,<1 month,47.0,15085.0,1-3 months
12500.0,585.0,Lejlighed,59.0,1,2,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,37500.0,0.0,A10,København S,<1 month,47.0,13085.0,1-3 months
10700.0,585.0,Lejlighed,48.0,1,3,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,32100.0,0.0,A10,København S,<1 month,47.0,11285.0,1-3 months
20500.0,925.0,Lejlighed,107.0,3,4,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Nej,Ikke angivet,61500.0,0.0,none,Frederiksberg,3+ months,47.0,21425.0,1-3 months
10434.0,1990.0,Lejlighed,83.0,3,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,31302.0,31302.0,D,Herlev,<1 month,47.0,12424.0,1-3 months
